01200	3101
01200	3098
01200	3099
01200	80201
01200	2645
01200	83440
01200	2821
01200	5213
01200	5214
01200	5211
01200	230
01200	226
01200	229
01200	7167
01200	2597
01200	5232
01200	5230
01200	5223
01200	5224
01200	441531
01200	2027
01200	2026
01200	2023
01200	5315
01200	5313
01200	5161
01200	5160
01200	5162
01200	1737
01200	1738
01200	4200
01200	10873
01200	4199
01200	9563
01200	2539
01200	25796
01200	5226
01200	6120
01200	729020
01200	22934
01200	7086
01200	84076
01200	8277
01200	6888
01200	221823
01200	5634
01200	5631
01200	9104
01200	414328
01200	1431
01200	50
01200	48
01200	3417
01200	3418
01200	3420
01200	3421
01200	3419
01200	55753
01200	4967
01200	1743
01200	8802
01200	8801
01200	8803
01200	6389
01200	6390
01200	6391
01200	6392
01200	2271
01200	4191
01200	4190
01200	2747
01200	2746
01200	5095
01200	5096
01200	283871
01200	51179
01200	54363
01200	847
01200	2203
01200	8789
01200	2805
01200	2806
01200	84706
01200	2875
01200	5091
01200	84693
01200	4594
01200	39
01200	38
01200	4524
01200	128
01200	2098
01200	84532
01200	55902
01200	26007
01200	6472
01200	6470
01200	189
01200	26227
01200	29968
01200	5723
01200	10993
01200	113675
01200	2731
01200	275
01200	1373
01200	34
01200	1892
01200	1962
01200	3030
01200	26275
01200	4329
01200	35
01210	1431
01210	50
01210	48
01210	3417
01210	3418
01210	3420
01210	3421
01210	3419
01210	2805
01210	2806
01210	84706
01210	2875
01210	162417
01210	95
01210	51166
01210	587
01210	586
01212	31
01212	27349
01212	2194
01212	54995
01212	51102
01212	5538
01212	9374
01212	39
01212	38
01212	30
01212	10449
01212	3032
01212	3033
01212	1962
01212	1892
01212	3030
01212	8310
01212	51
01212	35
01212	34
01212	33
01212	36
01212	37
01212	23305
01212	2182
01212	2180
01212	51703
01212	2181
01212	23205
01212	81616
01212	1374
01212	1375
01212	126129
01212	1376
01212	79071
01212	51144
01212	201562
01212	9200
01212	401494
01212	51495
01212	9524
01212	55825
01212	6319
01212	79966
01212	9415
01212	60481
01212	3992
01212	54898
01230	7167
01230	2597
01230	5232
01230	5230
01230	5223
01230	5224
01230	441531
01230	2027
01230	2026
01230	2023
01230	5315
01230	5313
01230	230
01230	226
01230	229
01230	5213
01230	5214
01230	5211
01230	7086
01230	84076
01230	8277
01230	6888
01230	6120
01230	729020
01230	22934
01230	221823
01230	5634
01230	5631
01230	587
01230	586
01230	10993
01230	113675
01230	6472
01230	6470
01230	26227
01230	29968
01230	5723
01230	875
01230	102724560
01230	1491
01230	84706
01230	2875
01230	2805
01230	2806
01230	2752
01230	4548
01230	27430
01230	4143
01230	4144
01230	5091
01230	1431
01230	50
01230	48
01230	3417
01230	3418
01230	3420
01230	3421
01230	3419
01230	51166
01230	501
01230	162417
01230	95
01230	1373
01230	5009
01230	445
01230	435
01230	384
01230	383
01230	5832
01230	65263
01230	29920
01230	5831
01230	6898
01230	5053
01220	9104
01220	10327
01220	128
00010	3101
00010	3098
00010	3099
00010	80201
00010	2645
00010	2821
00010	5213
00010	5214
00010	5211
00010	2203
00010	8789
00010	230
00010	226
00010	229
00010	7167
00010	2597
00010	26330
00010	5232
00010	5230
00010	5223
00010	5224
00010	441531
00010	2027
00010	2026
00010	2023
00010	5315
00010	5313
00010	5161
00010	5160
00010	5162
00010	1737
00010	1738
00010	8050
00010	160287
00010	92483
00010	3939
00010	3945
00010	3948
00010	124
00010	125
00010	126
00010	131
00010	127
00010	128
00010	130
00010	10327
00010	217
00010	224
00010	219
00010	501
00010	223
00010	221
00010	222
00010	220
00010	218
00010	84532
00010	55902
00010	130589
00010	5236
00010	55276
00010	2538
00010	57818
00010	92579
00010	83440
00010	669
00010	9562
00010	5105
00010	5106
00020	1431
00020	47
00020	50
00020	48
00020	3417
00020	3418
00020	3420
00020	3421
00020	3419
00020	55753
00020	4967
00020	1743
00020	1738
00020	8802
00020	8801
00020	8803
00020	6389
00020	6390
00020	6391
00020	6392
00020	2271
00020	4190
00020	4191
00020	5091
00020	5105
00020	5106
00020	5161
00020	5160
00020	5162
00020	1737
00020	8050
00030	2821
00030	2539
00030	25796
00030	9563
00030	5226
00030	6120
00030	729020
00030	7086
00030	84076
00030	8277
00030	6888
00030	22934
00030	51071
00030	64080
00030	5236
00030	55276
00030	221823
00030	5634
00030	5631
00030	9104
00030	414328
00030	230
00030	226
00030	229
00030	2203
00030	8789
00030	5213
00030	5214
00030	5211
00040	2990
00040	9365
00040	10941
00040	79799
00040	7367
00040	10720
00040	54490
00040	54578
00040	54657
00040	54658
00040	54659
00040	7365
00040	54600
00040	7364
00040	54575
00040	54576
00040	54579
00040	7366
00040	54577
00040	7363
00040	574537
00040	7358
00040	7360
00040	10327
00040	51084
00040	6120
00040	729020
00040	9942
00040	231
00040	57016
00040	51181
00040	6652
00040	27294
00040	217
00040	224
00040	219
00051	4351
00051	5373
00051	5372
00051	29925
00051	29926
00051	2762
00051	7264
00051	8790
00051	197258
00051	55556
00051	3101
00051	3098
00051	3099
00051	80201
00051	5213
00051	5214
00051	5211
00051	2203
00051	8789
00051	5207
00051	5208
00051	5209
00051	5210
00051	57103
00051	3795
00051	6652
00051	231
00051	57016
00051	230
00051	226
00051	229
00051	7167
00052	130589
00052	2584
00052	2592
00052	2582
00052	7360
00052	5236
00052	55276
00052	3101
00052	3098
00052	3099
00052	80201
00052	2645
00052	2538
00052	57818
00052	92579
00052	2720
00052	3938
00052	3906
00052	2683
00052	8704
00052	2717
00052	231
00052	57016
00052	5213
00052	5214
00052	5211
00052	8972
00052	2548
00052	2595
00052	6476
00053	7358
00053	10941
00053	79799
00053	7367
00053	10720
00053	54490
00053	54578
00053	54657
00053	54658
00053	54659
00053	7365
00053	54600
00053	7364
00053	54575
00053	54576
00053	54579
00053	7366
00053	54577
00053	7363
00053	574537
00053	55586
00053	9104
00053	217
00053	224
00053	219
00053	501
00053	223
00500	8972
00500	2548
00500	2595
00500	6476
00500	57733
00500	11181
00500	7358
00500	10941
00500	79799
00500	7367
00500	10720
00500	54490
00500	54578
00500	54657
00500	54658
00500	54659
00500	7365
00500	54600
00500	7364
00500	54575
00500	54576
00500	54579
00500	7366
00500	54577
00500	7363
00500	574537
00500	2990
00500	9365
00500	80146
00500	7360
00500	5236
00500	55276
00500	3101
00500	3098
00500	3099
00500	80201
00500	2645
00500	2538
00500	57818
00500	92579
00500	283209
00500	2821
00500	2632
00500	5836
00500	5837
00500	5834
00500	2998
00500	2997
00500	278
00500	279
00500	276
00500	280
00500	277
00500	178
00500	5167
00500	5169
00520	27159
00520	1118
00520	3073
00520	3074
00520	55577
00520	5238
00520	6675
00520	91373
00520	10020
00520	5973
00520	54187
00520	140838
00520	80896
00520	55907
00520	51706
00520	1727
00520	51700
00520	606495
00520	51167
00520	3101
00520	3098
00520	3099
00520	80201
00520	51005
00520	64841
00520	10007
00520	132789
00520	9945
00520	2673
00520	80146
00520	2645
00520	2821
00520	5236
00520	55276
00520	7360
00520	7358
00520	2584
00520	2592
00520	2582
00520	5373
00520	5372
00520	29925
00520	29926
00520	2762
00520	4351
00520	197258
